Postal_Code,Building_Name,Location_Description
758096,,Level 1 Lift Lobby
738100,,Level 1 Lift Lobby
486415,Xilin Districentre C,Level 1 Security Guardhouse
138542,Nexus @ONE-NORTH,Level 1 North Tower Security Counter
569625,Techplace I,Level 1 Outside Management Office
569876,Techplace II,Level 1 Outside Management Office
415941,Techview,Level 2 Next To Reception
486630,,Level 1 FCC
138648,Immunos,Level 1 Security Counter
555853,,Level 1 Security Guardhouse
138522,Galaxis,Level 1 Security Counter
408694,,Level 1 Next To Carpark
307953,Amaryllis Ville,Wall Beside Security Counter (Approach Security Officer)
520479,,Level 1 Lift Lobby A
768453,Orchid Park Condominium,Level 1 Outside Guardhouse (Approach Security Officer)
520497,,Level 1 Lift Lobby A
768450,Orchid Park Condominium,Level 1 Outside Security Office (Approach Security Officer)
569877,,Level 1 Main Lobby
529494,494J Tampines Greenedge,Level 1 Lift Lobby A
569877,,Level 1 West Lobby
524497,,Level 1 Lift Lobby A
760416,,Level 1 Lift Lobby B
526492,492F Tampines Greenedge,Level 1 Lift Lobby A
320078,78 Whampoa Dew,Level 1 Lift Lobby A
508419,,Level 1 Ubin Living Labs
508310,,Level 1 HSBC Volunteer Hub
410649,,Level 1 Lift Lobby B
410641,641 Eunos Tenaga Ville,Level 1 Lift Lobby A
410637,637 Eunos Tenaga Ville,Level 1 Lift Lobby A
470616,616 Eunos Grove,Level 1 Lift Lobby B
470628,628 Eunos Heights,Level 1 Lift Lobby A
410647,,Level 1 Lift Lobby A
470620,620 Eunos Heights,Level 1 Lift Lobby D
470608,608 Eunos Rainbow,Level 1 Lift Lobby B
471609,609A Golden Cassia,Level 1 Lift Lobby B
471613,,Level 1 Lift Lobby A
470621,621 Eunos Heights,Level 1 Lift Lobby C
410639,639 Eunos Tenaga Ville,Level 1 Lift Lobby A
470631,631 Eunos Grove,Level 1 Lift Lobby H
140096,96 Crescent View,Level 1 Lift Lobby A
470602,602 Eunos Rainbow,Level 1 Lift Lobby C
470605,605 Eunos Rainbow,Level 1 Lift Lobby D
410634,634 Eunos Tenaga Ville,Level 1 Lift Lobby A
410646,,Level 1 Lift Lobby A
470617,617 Eunos Grove,Level 1 Lift Lobby A
470607,607 Eunos Rainbow,Level 1 Lift Lobby C
470612,612 Eunos Grove,Level 1 Lift Lobby B
410635,635 Eunos Tenaga Ville,Level 1 Lift Lobby A
410644,644 Eunos Tenaga Ville,Level 1 Lift Lobby A
470624,624 Eunos Heights,Level 1 Lift Lobby A
142050,50 Commonwealth 10,Level 1 Lift Lobby C
470601,601 Eunos Rainbow,Level 1 Lift Lobby F
470629,629 Eunos Heights,Level 1 Lift Lobby A
470623,623 Eunos Heights,Level 1 Lift Lobby C
470614,614 Eunos Grove,Level 1 Lift Lobby B
518176,The Palette,Level 1 Outside Security Guardhouse
579767,Catholic High School,Outside NCC Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)
579767,Catholic High School,Level 3 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate)
259569,Singapore Botanic Gardens,Bukit Timah Visitor Centre
689814,Concord Primary School,Level 4 Inside Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
579767,Catholic High School,Level 1 Near Security Counter (Available During School Operating Hours. Approach Security Officer At Main Gate.)
900069,"Singapore Botanic Gardens, The Garage",Tyersall Visitor Centre
438916,Green Lane Park,Shelter Beside Playground
519599,Downtown East,"E!Avenue Level 2, Next To Service Lift 2"
519599,Downtown East,"E!Avenue Level1, Next To Wild Wild Wet I-Counter"
648347,Corporation Primary School,Level 1 Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
569362,Ang Mo Kio Secondary School,Level 1 Inside Toilet Facing The Field (Available During Dual Use Scheme Operating Hours)
648347,Corporation Primary School,Level 3 Outside Art & Craft Room 1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
349700,Cedar Primary School,Level 3 Outside Lift Lobby 3 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
349700,Cedar Primary School,Level 5 Outside Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
349700,Cedar Primary School,"Level 3 Block C, Outside Evacuation Lift No. 1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
730151,,Level 1 Lift Lobby B
309437,Singapore Chinese Girls' School,"Level 3 Aesthetic Block Lift Lobby, Near Tennis Court (Available During School Operating Hours. Approach Security Officer At Main Gate)"
79908,M Hotel,Level 11 Swimming Pool Entrance
349700,Cedar Primary School,Level 1 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
238867,Hilton Singapore Orchard,Level 6 Fitness Centre
238867,Hilton Singapore Orchard,Level 8 Left Cupboard
39594,Marina Square,Level 3 Walkway Near HIVE Counter
349700,Cedar Primary School,"Level 5 Block C, Outside Evacuation Lift No. 1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
760926,,Level 1 Lift Lobby A
519599,Downtown East,"E!Avenue Level 1, Near To Toilets Of Lift Lobby C"
648347,Corporation Primary School,Level 4 Inside Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
519599,Downtown East,"E!Avenue Level 2, Next To Green Party"
648347,Corporation Primary School,Level 1 Opposite Dental Clinic (Available During School Operating Hours. Approach Security Officer At Main Gate.)
768895,Nine Residences,"Level 4 Swimming Pool, Beside Vending Machine (Approach Security Guard)"
238867,Hilton Singapore Orchard,Level 35 Reception Ceounter
238867,Hilton Singapore Orchard,Level 6 Inside Ballroom Hose Reel Cabinet
269734,Hwa Chong Institution,"Level 1 College Block E, Outside Auditorium (Available During School Operating Hours. Approach Security Officer At Main Gate)"
467202,Riviera Residences,Level 1 Guard Post (Approach Security Officer)
569299,Teck Ghee Primary School,Level 4 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
569299,Teck Ghee Primary School,Level 1 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
98369,The Residences at W Singapore Sentosa Cove,Level 1 Central Plaza
530703,,Level 1 Lift Lobby B
278790,Henry Park Primary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
98369,The Residences at W Singapore Sentosa Cove,"Level 1 Inside Guard Post, Near Clubhouse Entrance"
466488,East Coast Residences,Level 1 Outside Guardhouse (Approach Security Officer)
98372,The Residences at W Singapore Sentosa Cove,Level 1 Outside Clubhouse
98369,The Residences at W Singapore Sentosa Cove,Level 1 Inside Fire Command Centre Guard Post
467304,Parbury Hill Condominium,Level 1 Guard Post (Approach Security Officer)
650353,,Level 1 Lift Lobby A
163023,,Level 1 Lift Lobby A
820132,,Level 1 Lift Lobby B (Near Staircase)
659441,Dazhong Primary School,Level 5 Inside ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.)
820130,,Level 1 Lift Lobby B (Near Staircase)
648200,Frontier Primary School,Level 1 Outside Admin Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
737913,Singapore Sports School,"Level 2 Outside Auditorium, Near Staircase (Available During School Operating Hours. Approach Security Officer At Main Gate)"
734694,694D Admiralty Grove,Level 1 Lift Lobby A
311131,131A Toa Payoh Crest,Level 1 Lift Lobby B
737913,Singapore Sports School,Level 1 Outside Bowling Center (Available During School Operating Hours. Approach Security Officer At Main Gate)
239897,The Suites at Central,Level B2 Beside Management Office
311130,130A Toa Payoh Crest,Level 1 Lift Lobby C
737913,Singapore Sports School,Level 3 Outside Gymnasium (Available During School Operating Hours. Approach Security Officer At Main Gate)
820134,,Level 1 Lift Lobby B (Near Staircase)
760419,,Level 1 Lift Lobby A
560552,552 Cheng San Place,Level 1 Lift Lobby A
737913,Singapore Sports School,Level 5 Outside Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)
732685,,Level 1 Lift Lobby B
550500,,Level 1 Lift Lobby A
612337,,Level 1 Lift Lobby B
731573,573A Woodlands Glen,Level 1 Lift Lobby A
760412,,Level 1 Lift Lobby A
550504,,Level 1 Lift Lobby A
732570,570B Champions Court,Level 1 Lift Lobby B
733573,573C Woodlands Glen,Level 1 Lift Lobby A
820135,,Level 1 Lift Lobby A (Near Staircase)
614337,,Level 1 Lift Lobby B
117528,Capricorn,"Level 1 East Wing, Lift Lobby"
117528,Capricorn,"Level 1 East Wing, Lift Lobby"
117674,Teletech Park,"Level 1 Main Lobby, Near Security Counter"
486036,Changi City,Level 1 Main Lobby (North Tower)
120441,The Clementi Mall,Level 5 Customer Service Counter
550157,,Level 1 Lift Lobby A
550226,226 Boundary Ville,Level 1 Lift Lobby C
550118,118 Hwi Yoh Ville,Level 1 Lift Lobby A
310064,,Level 1 Lift Lobby A
550153,,Level 1 Lift Lobby A
550115,115 Hwi Yoh Ville,Level 1 Lift Lobby B
550144,,Level 1 Lift Lobby B
310170,170 Toa Payoh Green,Level 1 Lift Lobby B
550219,,Level 1 Lift Lobby B
550223,223 Boundary Ville,Level 1 Lift Lobby B
550110,110 Hwi Yoh Ville,Level 1 Lift Lobby A
550230,230 Boundary Ville,Level 1 Lift Lobby B
550104,104 Hwi Yoh Court,Level 1 Lift Lobby A
550124,,Level 1 Lift Lobby B
550101,101 Hwi Yoh Court,Level 1 Lift Lobby C
310081,,Level 1 Lift Lobby A
550105,105 Hwi Yoh Court,Level 1 Lift Lobby A
550120,120 Hwi Yoh Ville,Level 1 Lift Lobby A
550217,,Level 1 Lift Lobby B
550114,114 Hwi Yoh Ville,Level 1 Lift Lobby A
550108,108 Hwi Yoh Court,Level 1 Lift Lobby A
550222,,Level 1 Lift Lobby B
550141,,Level 1 Lift Lobby C
550216,,Level 1 Lift Lobby B
310070,70 Toa Payoh Vista,Level 1 Lift Lobby A
312099,99C Toa Payoh Palm Spring,Level 1 Lift Lobby B
550229,229 Boundary Ville,Level 1 Lift Lobby C
550127,,Level 1 Lift Lobby C
550145,,Level 1 Lift Lobby B
550136,,Level 1 Lift Lobby B
550151,,Level 1 Lift Lobby A
550123,,Level 1 Lift Lobby A
550111,111 Hwi Yoh Ville,Level 1 Lift Lobby A
550135,,Level 1 Lift Lobby A
550213,,Level 1 Lift Lobby B
550211,,Level 1 Lift Lobby D
311079,79A Central Horizon,Level 1 Lift Lobby A
550147,,Level 1 Lift Lobby B
530834,,Level 1 Lift Lobby A
530313,,Level 1 Lift Lobby C
530006,,Level 1 Lift Lobby A
530001,,Level 1 Lift Lobby Beside Lift Lobby B In Front Of CC Office
530002,,Level 1 Lift Lobby B
530324,,Level 1 Lift Lobby E
530705,,Level 1 Lift Lobby B
530339,,Level 1 Lift Lobby B
530336,,Level 1 Lift Lobby A
530831,,Level 1 Lift Lobby A
530328,,Level 1 Lift Lobby B
530341,,Level 1 Lift Lobby C
530710,,Level 1 Lift Lobby C
530327,,Level 1 Lift Lobby B
530711,,Level 1 Lift Lobby C
530363,,Level 1 Lift Lobby A
530322,,Level 1 Lift Lobby B
530360,,Level 1 Lift Lobby A
530836,,Level 1 Lift Lobby A
530351,,Level 1 Lift Lobby B
530311,,Level 1 Lift Lobby B
531376,376A Hougang Dewcourt,Level 1 Lift Lobby A
530354,,Level 1 Lift Lobby D
530702,,Level 1 Lift Lobby A
530303,,Level 1 Lift Lobby A
530334,,Level 1 Lift Lobby E
530850,,Level 1 Lift Lobby A
530853,,Level 1 Lift Lobby A
530325,,Level 1 Lift Lobby C
532365,365B Hougang Meadow,Level 1 Lift Lobby B
530314,,Level 1 Lift Lobby C
530309,,Level 1 Lift Lobby A
530308,,Level 1 Lift Lobby B
530332,,"Level 1 Outside RC Beside Sign ""Neighbourhood Watch"""
530708,,Level 1 Lift Lobby C
531364,364A Hougang Meadow,Level 1 Lift Lobby B
530301,,Level 1 Lift Lobby A
533376,376C Hougang Dewcourt,Level 1 Lift Lobby A
530833,,Level 1 Lift Lobby A
530025,,Level 1 Lift Lobby A
530318,,Level 1 Lift Lobby A
530306,,Level 1 Lift Lobby C
530356,,Level 1 Lift Lobby A
530316,,Level 1 Lift Lobby C
460547,547 Bedok North Green,Level 1 Lift Lobby F
460506,506 Kaki Bukit Ville,Level 1 Lift Lobby A
460548,,Level 1 Lift Lobby B
460508,508 Kaki Bukit Ville,Level 1 Lift Lobby D
460544,,Level 1 Lift Lobby A
460524,,Level 1 Lift Lobby D
460552,,Level 1 Lift Lobby C
460528,,Level 1 Lift Lobby B
460529,,Level 1 Lift Lobby C
650185,,Level 1 Lift Lobby C
460522,,Level 1 Lift Lobby A
641967,,Level 1 Lift Lobby B
460504,504 Kaki Bukit Ville,Level 1 Lift Lobby A
460510,,Level 1 Lift Lobby B
460517,517 Kaki Bukit Green,Level 1 Lift Lobby E
460550,,Level 1 Lift Lobby A
460535,,Level 1 Lift Lobby C
460514,,Level 1 Lift Lobby A
460513,513 Kaki Bukit Green,Level 1 Lift Lobby D
460557,,Level 1 Lift Lobby A
460554,554 Kaki Bukit Green,Level 1 Lift Lobby C
460539,,Level 1 Lift Lobby A
460532,,Level 1 Lift Lobby B
460543,543 Bedok North Green,Level 1 Lift Lobby C
462509,509B Golden Oaks,Level 1 Lift Lobby B
460520,,Level 1 Lift Lobby A
460502,502 Kaki Bukit Ville,Level 1 Lift Lobby A
460534,,Level 1 Lift Lobby E
460526,,Level 1 Lift Lobby F
460556,,Level 1 Lift Lobby A
460541,541 Bedok North Green,Level 1 Lift Lobby A
460546,546 Bedok North Green,Level 1 Lift Lobby C
460536,,Level 1 Lift Lobby B
460155,155 Siglap East,Level 1 Lift Lobby A
460516,516 Kaki Bukit Green,Level 1 Lift Lobby A
470115,115 Eunos Vista,Level 1 Lift Lobby A
470124,124 Eunos Spring,Level 1 Lift Lobby B
470116,116 Eunos Vista,Level 1 Lift Lobby A
530017,17 Hougang View,Level 1 Lift Lobby A
530021,21 Hougang View,Level 1 Lift Lobby A
530116,,Level 1 Lift Lobby B
530234,,Level 1 Lift Lobby A
470127,127 Eunos Spring,Level 1 Lift Lobby A
530133,,Level 1 Lift Lobby B
410658,658 Eunos Damai Ville,Level 1 Lift Lobby A
530129,,Level 1 Lift Lobby D
530111,,Level 1 Lift Lobby A
410650,650 Eunos Damai Ville,Level 1 Lift Lobby B
530023,23 Hougang View,Level 1 Lift Lobby B
530375,,Level 1 Lift Lobby A
530232,,Level 1 Lift Lobby C
530231,,Level 1 Lift Lobby A
470151,151 Eunos Spring,Level 1 Lift Lobby B
470130,130 Eunos Spring,Level 1 Lift Lobby A
530170,,Level 1 Lift Lobby A
470134,134 Eunos Spring,Level 1 Lift Lobby A
530113,,Level 1 Lift Lobby B
530132,,Level 1 Lift Lobby A
530138,,Level 1 Lift Lobby E
470149,149 Eunos Spring,Level 1 Lift Lobby A
470145,145 Eunos Spring,Level 1 Lift Lobby A
470141,141 Eunos Spring,Level 1 Lift Lobby B
530161,,Level 1 Lift Lobby B
470117,117 Eunos Vista,Level 1 Lift Lobby A
530169,,Level 1 Lift Lobby A
530222,222 Kovan Green,Level 1 Lift Lobby A
530119,,Level 1 Lift Lobby B
530122,,Level 1 Lift Lobby A
530101,,Level 1 Lift Lobby A
410660,660 Eunos Damai Ville,Level 1 Lift Lobby A
530106,,Level 1 Lift Lobby D
530140,,Level 1 Lift Lobby D
530252,,Level 1 Lift Lobby C
530172,,Level 1 Lift Lobby B
530249,,Level 1 Lift Lobby A
530253,,Level 1 Lift Lobby B
470139,139 Eunos Spring,Level 1 Lift Lobby C
530115,,Level 1 Lift Lobby B
530108,,Level 1 Lift Lobby G
530143,,Level 1 Lift Lobby D
530220,220 Kovan Green,Level 1 Lift Lobby A
530019,19 Hougang View,Level 1 Lift Lobby B
530102,,Level 1 Lift Lobby A
470147,147 Eunos Spring,Level 1 Lift Lobby B
531174,174A Paya Lebar Lodge,Level 1 Lift Lobby A
470104,104 Eunos Vista,Level 1 Lift Lobby B
410663,663 Eunos Damai Ville,Level 1 Lift Lobby A
530239,239 Hougang Heights,Level 1 Lift Lobby D
470143,143 Eunos Spring,Level 1 Lift Lobby B
530243,243 Hougang Heights,Level 1 Lift Lobby A
530238,,Level 1 Lift Lobby A
530139,,Level 1 Lift Lobby A
530236,,Level 1 Lift Lobby B
410656,656 Eunos Damai Ville,Level 1 Lift Lobby B
530241,241 Hougang Heights,Level 1 Lift Lobby C
530120,,Level 1 Lift Lobby A
530110,,Level 1 Lift Lobby B
470121,121 Eunos Vista,Level 1 Lift Lobby A
470122,122 Eunos Spring,Level 1 Lift Lobby A
530373,,Level 1 Lift Lobby A
470138,138 Eunos Spring,Level 1 Lift Lobby A
410672,672 Eunos Damai Ville,Level 1 Lift Lobby A
530370,,Level 1 Lift Lobby A
533174,174C Paya Lebar Lodge,Level 1 Lift Lobby A
530015,15 Hougang View,Level 1 Lift Lobby C
410661,661 Eunos Damai Ville,Level 1 Lift Lobby B
530126,,Level 1 Lift Lobby B
530137,,Level 1 Lift Lobby D
530158,,Level 1 Lift Lobby A
530167,,Level 1 Lift Lobby C
530154,,Level 1 Lift Lobby B
530248,,Level 1 Lift Lobby C
530245,245 Hougang Heights,Level 1 Lift Lobby A
530121,,Level 1 Lift Lobby A
530124,,Level 1 Lift Lobby C
530128,,Level 1 Lift Lobby A
470105,105 Eunos Vista,Level 1 Lift Lobby A
530156,,Level 1 Lift Lobby C
389706,Geylang Methodist School (Primary),Level 1 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.)
529906,Changi General Hospital Medical Centre,Level B2 Carpark Near Lift Lobby E
88762,Police Cantonment Complex,Level B1 Bail Centre
88762,Police Cantonment Complex,Level 4 Service Counter
485999,Singapore University of Technology & Design,"Level 1 Block 59, Outside Security Room"
529906,Changi General Hospital Medical Centre,Level 2 Opposite Lung Clinic & Intergrated Sleep Centre
88762,Police Cantonment Complex,Level B4 CD Shelter
119085,National University Centre For Oral Health,Level 1 NUCOHS. Main Entrance
609606,Ng Teng Fong General Hospital,Level 4 Annexe Block Lift Lobby
529906,Changi General Hospital Medical Centre,Level 3 Near Digestive Diseases Centre
485997,Singapore University of Technology & Design,Level 1 Block 55
486000,Singapore University of Technology & Design,"Level 1 Block 61, Near Sports Field Entrance"
88762,Police Cantonment Complex,Level 2 First Aid Room
119084,National University Hospital,"Level 5 Utility Block, Outside Security Office"
179682,Singapore Recreation Club,Level 2 Lift Lobby
529906,Changi General Hospital Medical Centre,Level 4 Opposite Vascular Clinic
485996,Singapore University of Technology & Design,"Level 1 Block 53, Outside Childcare Centre"
529906,Changi General Hospital Medical Centre,Level B3 Carpark Near Lift Lobby E
487372,Singapore University of Technology & Design,"Level 1 Building 2, Lobby E"
119228,National University Hospital (National University Health System Building),"Level 14 Tower Block, Sports Hall (Staff Access Card Required)"
769098,Northpoint City,"Level 1 South Wing, Outside Fire Command Centre"
529906,Changi General Hospital Medical Centre,Level B1 Carpark Near Lift Lobby E
119082,NUH Medical Centre,"Level 5 Medical Centre, Dining Avenue"
529906,Changi General Hospital Medical Centre,Level 1 Beside Registration Counter
768019,Northpoint City,"Level B2 South Wing, Beside Pezzo (#B2-152)"
179682,Singapore Recreation Club,Level 3 Lift Lobby
768019,Northpoint City,Level 1 Outside South Wing FCC
529906,Changi General Hospital Medical Centre,Level 5 Lift Lobby E
609606,Ng Teng Fong General Hospital (Tower B),Level 1 Annexe Building Lift Lobby
119085,National University Centre For Oral Health,"Level B1 NUCOHS, Security Office"
757527,Sembawang Bus Interchange,Level 1 Outside Passenger Service Office
757527,Sembawang Bus Interchange,Level 1 Next To Add Value Machine
85401,1D The Pinnacle@Duxton,Level 1 Lift Lobby B
85201,1B The Pinnacle@Duxton,Level 1 Lift Lobby C
85601,1F The Pinnacle@Duxton,Level 1 Lift Lobby B
530508,508 Bedok Reservoir - Punggol Vale,Level 1 Lift Lobby A
530422,,Level 1 Lift Lobby E
531475,475A Parkland Residences,Level 1 Lift Lobby A
530407,,Level 1 Lift Lobby B
530426,,Level 1 Lift Lobby C
470714,714 Bedok Reservoir Garden,Level 1 Lift Lobby C
533475,475C Parkland Residences,Level 1 Lift Lobby A
530429,,Level 1 Lift Lobby A
530467,,Level 1 Lift Lobby A
471747,747A Belvia,Level 1 Lift Lobby B
530507,,Level 1 Lift Lobby B
470705,705 Reservoir Rise,Level 1 Lift Lobby C
533477,477C Hougang Capeview,Level 1 Lift Lobby A
530533,,Level 1 Lift Lobby A
470713,713 Bedok Reservoir Garden,Level 1 Lift Lobby A
470702,702 Reservoir Rise,Level 1 Lift Lobby A
532471,471B Hougang Parkview,Level 1 Lift Lobby B
530433,,Level 1 Lift Lobby C
470703,703 Reservoir Rise,Level 1 Lift Lobby C
530528,,Level 1 Lift Lobby A
530430,,Level 1 Lift Lobby A
470744,744 Reservoir Village,Level 1 Lift Lobby E
470704,704 Reservoir Rise,Level 1 Lift Lobby C
530526,,Level 1 Lift Lobby B
533473,473C Hougang Parkedge,Level 1 Lift Lobby A
470725,725 Reservoir View,Level 1 Lift Lobby A
530409,,Level 1 Lift Lobby A
530809,,Level 1 Lift Lobby A
531477,477A Hougang Capeview,Level 1 Lift Lobby A
530401,401 Harmony View,Level 1 Lift Lobby A
470742,742 Reservoir Village,Level 1 Lift Lobby C
531476,476A Hougang Capeview,Level 1 Lift Lobby B
670438,,Level 1 Lift Lobby A
470718,718 Bedok Reservoir Garden,Level 1 Lift Lobby M
470711,711 Bedok Reservoir Garden,Level 1 Lift Lobby C
473747,747C Belvia,Level 1 Lift Lobby A
400305,,Level 1 Lift Lobby B
472748,748B Belvia,Level 1 Lift Lobby B
530405,,Level 1 Lift Lobby A
470740,740 Reservoir Village,Level 1 Lift Lobby A
530806,,Level 1 Lift Lobby A
530521,,Level 1 Lift Lobby C
530403,403 Harmony View,Level 1 Lift Lobby B
470706,706 Reservoir Rise,Level 1 Lift Lobby C
530418,,Level 1 Lift Lobby B
530804,,Level 1 Lift Lobby A
530415,415 Harmony View,Level 1 Lift Lobby A
531473,473A Hougang Parkedge,Level 1 Lift Lobby A
470719,719 Bedok Reservoir Garden,Level 1 Lift Lobby A
670454,,Level 1 Lift Lobby B
470708,708 Reservoir Rise,Level 1 Lift Lobby D
530532,,Level 1 Lift Lobby B
530461,,Level 1 Lift Lobby A
533470,470C Hougang Parkview,Level 1 Lift Lobby A
470717,717 Bedok Reservoir Garden,Level 1 Lift Lobby D
400301,,Level 1 Lift Lobby C
530465,,Level 1 Lift Lobby B
531470,470A Hougang Parkview,Level 1 Lift Lobby B
473748,748C Belvia,Level 1 Lift Lobby A
530513,513 Bedok Reservoir - Punggol Vale,Level 1 Lift Lobby B
472747,747B Belvia,Level 1 Lift Lobby A
530520,,Level 1 Lift Lobby B
530525,,Level 1 Lift Lobby B
471748,748A Belvia,Level 1 Lift Lobby A
530411,,Level 1 Lift Lobby A
530501,,Level 1 Lift Lobby B
530512,512 Bedok Reservoir - Punggol Vale,Level 1 Lift Lobby C
530531,,Level 1 Lift Lobby B
289899,The Japanese Association Singapore,Level 1 Information Counter
530413,413 Harmony View,Level 1 Lift Lobby A
530504,,Level 1 Lift Lobby B
470707,707 Reservoir Rise,Level 1 Lift Lobby A
470709,709 Bedok Reservoir Garden,Level 1 Lift Lobby B
530424,,Level 1 Lift Lobby D
470723,723 Reservoir View,Level 1 Lift Lobby B
530811,,Level 1 Lift Lobby B
